"","date","n"
"1152",2016-05-04,4
"1153",2016-05-05,3
"1154",2016-05-06,1
"1155",2016-05-07,3
"1156",2016-05-08,2
"1157",2016-05-09,6
"1158",2016-05-10,2
"1159",2016-05-11,4
"1160",2016-05-13,3
"1161",2016-05-14,4
"1162",2016-05-15,1
"1163",2016-05-16,2
"1164",2016-05-17,1
"1165",2016-05-18,3
"1166",2016-05-19,5
"1167",2016-05-20,1
"1168",2016-05-21,3
"1169",2016-05-22,4
"1170",2016-05-23,1
"1171",2016-05-24,3
"1172",2016-05-25,2
"1173",2016-05-26,7
"1174",2016-05-27,1
"1175",2016-05-28,4
"1176",2016-05-29,5
"1177",2016-05-30,2
"1178",2016-05-31,1
"1179",2016-06-01,3
"1180",2016-06-02,2
"1181",2016-06-03,3
"1182",2016-06-04,3
"1183",2016-06-05,2
"1184",2016-06-06,2
"1185",2016-06-07,4
"1186",2016-06-08,1
"1187",2016-06-09,6
"1188",2016-06-10,4
"1189",2016-06-11,2
"1190",2016-06-12,3
"1191",2016-06-13,5
"1192",2016-06-14,4
"1193",2016-06-15,2
"1194",2016-06-16,4
"1195",2016-06-18,3
"1196",2016-06-19,4
"1197",2016-06-20,2
"1198",2016-06-21,3
"1199",2016-06-22,7
"1200",2016-06-23,3
"1201",2016-06-24,5
"1202",2016-06-25,4
"1203",2016-06-26,4
"1204",2016-06-27,5
"1205",2016-06-28,2
"1206",2016-06-29,4
"1207",2016-06-30,3
"1208",2016-07-01,5
"1209",2016-07-02,3
"1210",2016-07-03,3
"1211",2016-07-04,5
"1212",2016-07-05,4
"1213",2016-07-06,4
"1214",2016-07-07,4
"1215",2016-07-08,1
"1216",2016-07-09,2
"1217",2016-07-10,1
"1218",2016-07-11,5
"1219",2016-07-12,2
"1220",2016-07-13,3
"1221",2016-07-14,2
"1222",2016-07-15,1
"1223",2016-07-16,3
"1224",2016-07-17,5
"1225",2016-07-18,1
"1226",2016-07-20,2
"1227",2016-07-21,2
"1228",2016-07-22,1
"1229",2016-07-23,3
"1230",2016-07-24,2
"1231",2016-07-25,3
"1232",2016-07-26,4
"1233",2016-07-27,6
"1234",2016-07-28,6
"1235",2016-07-29,2
"1236",2016-07-31,3
"1237",2016-08-01,5
"1238",2016-08-02,5
"1239",2016-08-03,3
"1240",2016-08-04,1
"1241",2016-08-05,5
"1242",2016-08-07,2
"1243",2016-08-08,5
"1244",2016-08-09,4
"1245",2016-08-10,1
"1246",2016-08-11,4
"1247",2016-08-12,3
"1248",2016-08-13,5
"1249",2016-08-15,2
"1250",2016-08-16,7
"1251",2016-08-17,1
"1252",2016-08-18,8
"1253",2016-08-19,5
"1254",2016-08-20,1
"1255",2016-08-21,3
"1256",2016-08-22,1
"1257",2016-08-23,1
"1258",2016-08-24,3
"1259",2016-08-25,4
"1260",2016-08-26,1
"1261",2016-08-27,4
"1262",2016-08-28,1
"1263",2016-08-29,4
"1264",2016-08-30,4
"1265",2016-08-31,2
"1266",2016-09-01,4
"1267",2016-09-02,4
"1268",2016-09-03,4
"1269",2016-09-04,2
"1270",2016-09-05,2
"1271",2016-09-06,5
"1272",2016-09-07,4
"1273",2016-09-08,2
"1274",2016-09-09,3
"1275",2016-09-10,2
"1276",2016-09-11,1
"1277",2016-09-12,3
"1278",2016-09-14,1
"1279",2016-09-15,3
"1280",2016-09-16,4
"1281",2016-09-17,6
"1282",2016-09-18,1
"1283",2016-09-19,3
"1284",2016-09-20,6
"1285",2016-09-21,1
"1286",2016-09-23,3
"1287",2016-09-25,1
"1288",2016-09-26,4
"1289",2016-09-27,2
"1290",2016-09-28,2
"1291",2016-09-29,1
"1292",2016-09-30,7
"1293",2016-10-01,2
"1294",2016-10-02,3
"1295",2016-10-03,2
"1296",2016-10-04,4
"1297",2016-10-05,3
"1298",2016-10-06,1
"1299",2016-10-07,5
"1300",2016-10-08,4
"1301",2016-10-09,2
"1302",2016-10-10,4
"1303",2016-10-11,2
"1304",2016-10-12,3
"1305",2016-10-13,3
"1306",2016-10-14,3
"1307",2016-10-15,1
"1308",2016-10-16,2
"1309",2016-10-17,3
"1310",2016-10-18,4
"1311",2016-10-19,3
"1312",2016-10-20,1
"1313",2016-10-21,2
"1314",2016-10-22,2
"1315",2016-10-23,2
"1316",2016-10-24,2
"1317",2016-10-25,4
"1318",2016-10-26,2
"1319",2016-10-27,4
"1320",2016-10-28,3
"1321",2016-10-29,1
"1322",2016-10-30,4
"1323",2016-10-31,4
"1324",2016-11-01,3
"1325",2016-11-02,3
"1326",2016-11-03,3
"1327",2016-11-04,2
"1328",2016-11-05,6
"1329",2016-11-06,6
"1330",2016-11-07,1
"1331",2016-11-08,5
"1332",2016-11-09,1
"1333",2016-11-10,2
"1334",2016-11-11,5
"1335",2016-11-12,2
"1336",2016-11-13,3
"1337",2016-11-15,3
"1338",2016-11-16,3
"1339",2016-11-18,5
"1340",2016-11-19,4
"1341",2016-11-20,2
"1342",2016-11-21,3
"1343",2016-11-22,6
"1344",2016-11-23,3
"1345",2016-11-24,2
"1346",2016-11-25,3
"1347",2016-11-26,1
"1348",2016-11-27,4
"1349",2016-11-28,4
"1350",2016-11-29,4
"1351",2016-11-30,2
"1352",2016-12-01,3
"1353",2016-12-02,5
"1354",2016-12-03,1
"1355",2016-12-04,3
"1356",2016-12-06,4
"1357",2016-12-07,5
"1358",2016-12-08,1
"1359",2016-12-09,4
"1360",2016-12-10,2
"1361",2016-12-11,5
"1362",2016-12-12,3
"1363",2016-12-13,2
"1364",2016-12-15,2
"1365",2016-12-16,1
"1366",2016-12-17,3
"1367",2016-12-18,3
"1368",2016-12-19,1
"1369",2016-12-20,3
"1370",2016-12-21,8
"1371",2016-12-22,1
"1372",2016-12-23,4
"1373",2016-12-24,3
"1374",2016-12-25,4
"1375",2016-12-27,6
"1376",2016-12-28,1
"1377",2016-12-29,2
"1378",2016-12-30,3
"1379",2016-12-31,3
"1380",2017-01-01,6
"1381",2017-01-02,1
"1382",2017-01-03,2
"1383",2017-01-04,6
"1384",2017-01-05,2
"1385",2017-01-06,2
"1386",2017-01-07,6
"1387",2017-01-08,1
"1388",2017-01-09,2
"1389",2017-01-10,3
"1390",2017-01-11,3
"1391",2017-01-12,3
"1392",2017-01-13,1
"1393",2017-01-14,2
"1394",2017-01-15,4
"1395",2017-01-16,3
"1396",2017-01-17,3
"1397",2017-01-18,6
"1398",2017-01-19,4
"1399",2017-01-20,2
"1400",2017-01-21,2
"1401",2017-01-22,3
"1402",2017-01-23,6
"1403",2017-01-24,9
"1404",2017-01-25,3
"1405",2017-01-26,4
"1406",2017-01-27,1
"1407",2017-01-28,4
"1408",2017-01-29,2
"1409",2017-01-30,4
"1410",2017-01-31,2
"1411",2017-02-01,4
"1412",2017-02-02,2
"1413",2017-02-03,7
"1414",2017-02-04,3
"1415",2017-02-05,3
"1416",2017-02-06,3
"1417",2017-02-07,5
"1418",2017-02-08,4
"1419",2017-02-09,4
"1420",2017-02-10,8
"1421",2017-02-11,4
"1422",2017-02-12,3
"1423",2017-02-13,3
"1424",2017-02-14,3
"1425",2017-02-15,3
"1426",2017-02-16,4
"1427",2017-02-17,5
"1428",2017-02-18,3
"1429",2017-02-19,4
"1430",2017-02-20,2
"1431",2017-02-21,5
"1432",2017-02-22,4
"1433",2017-02-23,5
"1434",2017-02-24,5
"1435",2017-02-25,2
"1436",2017-02-26,4
"1437",2017-02-27,2
"1438",2017-02-28,3
"1439",2017-03-01,1
"1440",2017-03-02,5
"1441",2017-03-03,2
"1442",2017-03-04,3
"1443",2017-03-06,1
"1444",2017-03-07,2
"1445",2017-03-08,3
"1446",2017-03-09,3
"1447",2017-03-10,1
"1448",2017-03-11,3
"1449",2017-03-12,2
"1450",2017-03-13,3
"1451",2017-03-14,5
"1452",2017-03-15,2
"1453",2017-03-16,5
"1454",2017-03-17,4
"1455",2017-03-18,5
"1456",2017-03-19,6
"1457",2017-03-20,2
"1458",2017-03-21,2
"1459",2017-03-22,3
"1460",2017-03-23,3
"1461",2017-03-24,3
"1462",2017-03-25,1
"1463",2017-03-26,5
"1464",2017-03-27,3
"1465",2017-03-28,2
"1466",2017-03-29,6
"1467",2017-03-30,1
"1468",2017-04-01,2
"1469",2017-04-03,1
"1470",2017-04-04,3
"1471",2017-04-05,2
"1472",2017-04-06,5
"1473",2017-04-07,1
"1474",2017-04-08,1
"1475",2017-04-09,2
"1476",2017-04-10,2
"1477",2017-04-12,4
"1478",2017-04-13,2
"1479",2017-04-14,3
"1480",2017-04-15,5
"1481",2017-04-16,1
"1482",2017-04-18,1
"1483",2017-04-19,1
"1484",2017-04-20,7
"1485",2017-04-21,1
"1486",2017-04-22,3
"1487",2017-04-23,1
"1488",2017-04-24,4
"1489",2017-04-25,6
"1490",2017-04-26,3
"1491",2017-04-27,2
"1492",2017-04-28,2
"1493",2017-04-29,5
"1494",2017-04-30,3
"1495",2017-05-01,2
"1496",2017-05-02,1
"1497",2017-05-03,5
"1498",2017-05-04,2
"1499",2017-05-05,1
"1500",2017-05-06,3
"1501",2017-05-07,3
"1502",2017-05-08,2
"1503",2017-05-09,6
"1504",2017-05-10,3
"1505",2017-05-11,1
"1506",2017-05-12,6
"1507",2017-05-13,4
"1508",2017-05-14,3
"1509",2017-05-15,6
"1510",2017-05-16,4
"1511",2017-05-17,1
"1512",2017-05-18,2
"1513",2017-05-19,2
"1514",2017-05-20,3
"1515",2017-05-21,4
"1516",2017-05-22,2
"1517",2017-05-23,4
"1518",2017-05-24,3
"1519",2017-05-25,2
"1520",2017-05-26,4
"1521",2017-05-27,3
"1522",2017-05-28,4
"1523",2017-05-29,3
"1524",2017-05-30,1
"1525",2017-05-31,2
"1526",2017-06-01,1
"1527",2017-06-02,7
"1528",2017-06-03,1
"1529",2017-06-04,3
"1530",2017-06-05,5
"1531",2017-06-06,2
"1532",2017-06-07,5
"1533",2017-06-08,6
"1534",2017-06-09,2
"1535",2017-06-10,3
"1536",2017-06-11,1
"1537",2017-06-12,4
"1538",2017-06-13,5
"1539",2017-06-14,3
"1540",2017-06-15,1
"1541",2017-06-16,6
"1542",2017-06-17,2
"1543",2017-06-18,3
"1544",2017-06-19,2
"1545",2017-06-20,5
"1546",2017-06-21,2
"1547",2017-06-22,2
"1548",2017-06-23,1
"1549",2017-06-24,4
"1550",2017-06-25,5
"1551",2017-06-27,1
"1552",2017-06-28,2
"1553",2017-06-29,4
"1554",2017-06-30,3
"1555",2017-07-01,4
"1556",2017-07-02,1
"1557",2017-07-03,6
"1558",2017-07-04,7
"1559",2017-07-05,6
"1560",2017-07-06,2
"1561",2017-07-07,4
"1562",2017-07-08,3
"1563",2017-07-09,5
"1564",2017-07-10,2
"1565",2017-07-11,6
"1566",2017-07-12,3
"1567",2017-07-13,3
"1568",2017-07-15,5
"1569",2017-07-16,1
"1570",2017-07-17,4
"1571",2017-07-18,3
"1572",2017-07-19,3
"1573",2017-07-20,3
"1574",2017-07-21,3
"1575",2017-07-22,1
"1576",2017-07-23,4
"1577",2017-07-24,1
"1578",2017-07-25,4
"1579",2017-07-26,4
"1580",2017-07-27,6
"1581",2017-07-28,3
"1582",2017-07-29,2
"1583",2017-07-31,4
"1584",2017-08-01,6
"1585",2017-08-02,5
"1586",2017-08-03,1
"1587",2017-08-04,8
"1588",2017-08-05,3
"1589",2017-08-06,2
"1590",2017-08-07,3
"1591",2017-08-08,2
"1592",2017-08-09,1
"1593",2017-08-10,2
"1594",2017-08-11,2
"1595",2017-08-12,1
"1596",2017-08-13,6
"1597",2017-08-14,2
"1598",2017-08-15,1
"1599",2017-08-16,2
"1600",2017-08-17,2
"1601",2017-08-18,4
"1602",2017-08-19,1
"1603",2017-08-20,4
"1604",2017-08-21,5
"1605",2017-08-22,5
"1606",2017-08-23,2
"1607",2017-08-24,3
"1608",2017-08-25,4
"1609",2017-08-26,3
"1610",2017-08-27,3
"1611",2017-08-28,3
"1612",2017-08-29,5
"1613",2017-08-30,2
"1614",2017-08-31,1
"1615",2017-09-01,3
"1616",2017-09-02,1
"1617",2017-09-03,4
"1618",2017-09-04,4
"1619",2017-09-05,2
"1620",2017-09-06,3
"1621",2017-09-07,1
"1622",2017-09-08,2
"1623",2017-09-09,1
"1624",2017-09-10,5
"1625",2017-09-11,3
"1626",2017-09-13,1
"1627",2017-09-14,1
"1628",2017-09-15,3
"1629",2017-09-16,1
"1630",2017-09-17,3
"1631",2017-09-18,1
"1632",2017-09-19,6
"1633",2017-09-20,2
"1634",2017-09-21,4
"1635",2017-09-22,5
"1636",2017-09-23,2
"1637",2017-09-24,2
"1638",2017-09-25,2
"1639",2017-09-26,3
"1640",2017-09-27,3
"1641",2017-09-28,4
"1642",2017-09-30,2
"1643",2017-10-01,7
"1644",2017-10-02,1
"1645",2017-10-03,1
"1646",2017-10-04,4
"1647",2017-10-05,5
"1648",2017-10-06,6
"1649",2017-10-07,4
"1650",2017-10-08,6
"1651",2017-10-10,1
"1652",2017-10-11,3
"1653",2017-10-12,2
"1654",2017-10-13,2
"1655",2017-10-14,3
"1656",2017-10-16,4
"1657",2017-10-17,2
"1658",2017-10-18,1
"1659",2017-10-19,3
"1660",2017-10-20,6
"1661",2017-10-21,2
"1662",2017-10-22,4
"1663",2017-10-23,4
"1664",2017-10-24,3
"1665",2017-10-25,2
"1666",2017-10-26,2
"1667",2017-10-27,2
"1668",2017-10-28,3
"1669",2017-10-29,4
"1670",2017-10-30,3
"1671",2017-10-31,5
"1672",2017-11-01,2
"1673",2017-11-02,4
"1674",2017-11-03,4
"1675",2017-11-04,6
"1676",2017-11-05,3
"1677",2017-11-06,3
"1678",2017-11-07,2
"1679",2017-11-08,4
"1680",2017-11-09,5
"1681",2017-11-10,7
"1682",2017-11-11,3
"1683",2017-11-12,1
"1684",2017-11-13,2
"1685",2017-11-14,3
"1686",2017-11-15,5
"1687",2017-11-16,4
"1688",2017-11-17,4
"1689",2017-11-18,3
"1690",2017-11-19,3
"1691",2017-11-20,1
"1692",2017-11-23,3
"1693",2017-11-24,3
"1694",2017-11-25,2
"1695",2017-11-26,4
"1696",2017-11-27,2
"1697",2017-11-28,4
"1698",2017-11-29,1
"1699",2017-11-30,4
"1700",2017-12-01,3
"1701",2017-12-02,3
"1702",2017-12-03,1
"1703",2017-12-04,1
"1704",2017-12-05,2
"1705",2017-12-06,4
"1706",2017-12-07,4
"1707",2017-12-08,1
"1708",2017-12-09,2
"1709",2017-12-10,5
"1710",2017-12-11,2
"1711",2017-12-12,1
"1712",2017-12-13,3
"1713",2017-12-14,1
"1714",2017-12-15,4
"1715",2017-12-17,3
"1716",2017-12-18,1
"1717",2017-12-19,3
"1718",2017-12-20,2
"1719",2017-12-21,6
"1720",2017-12-22,3
"1721",2017-12-23,2
"1722",2017-12-24,4
"1723",2017-12-25,2
"1724",2017-12-26,9
"1725",2017-12-27,2
"1726",2017-12-28,5
"1727",2017-12-29,1
"1728",2017-12-30,3
"1729",2017-12-31,2
"1730",2018-01-01,3
"1731",2018-01-02,4
"1732",2018-01-03,1
"1733",2018-01-04,2
"1734",2018-01-05,3
"1735",2018-01-06,7
"1736",2018-01-07,8
"1737",2018-01-08,4
"1738",2018-01-09,1
"1739",2018-01-10,1
"1740",2018-01-11,4
"1741",2018-01-12,7
"1742",2018-01-13,1
"1743",2018-01-14,1
"1744",2018-01-15,2
"1745",2018-01-16,5
"1746",2018-01-17,6
"1747",2018-01-18,2
"1748",2018-01-20,5
"1749",2018-01-21,2
"1750",2018-01-22,8
"1751",2018-01-23,4
"1752",2018-01-24,3
"1753",2018-01-25,3
"1754",2018-01-26,5
"1755",2018-01-27,3
"1756",2018-01-28,4
"1757",2018-01-29,3
"1758",2018-01-30,1
"1759",2018-01-31,2
"1760",2018-02-01,9
"1761",2018-02-02,3
"1762",2018-02-03,2
"1763",2018-02-04,1
"1764",2018-02-05,3
"1765",2018-02-06,3
"1766",2018-02-07,2
"1767",2018-02-08,1
"1768",2018-02-09,4
"1769",2018-02-10,5
"1770",2018-02-11,2
"1771",2018-02-12,2
"1772",2018-02-13,4
"1773",2018-02-14,4
"1774",2018-02-15,4
"1775",2018-02-16,2
"1776",2018-02-17,5
"1777",2018-02-18,2
"1778",2018-02-19,4
"1779",2018-02-21,6
"1780",2018-02-22,3
"1781",2018-02-23,2
"1782",2018-02-24,1
"1783",2018-02-25,4
"1784",2018-02-26,6
"1785",2018-02-27,3
"1786",2018-02-28,2
"1787",2018-03-01,2
"1788",2018-03-02,7
"1789",2018-03-03,3
"1790",2018-03-04,1
"1791",2018-03-05,7
"1792",2018-03-06,7
"1793",2018-03-07,3
"1794",2018-03-08,4
"1795",2018-03-09,3
"1796",2018-03-10,2
"1797",2018-03-11,4
"1798",2018-03-12,7
"1799",2018-03-13,1
"1800",2018-03-14,3
"1801",2018-03-15,1
"1802",2018-03-16,5
"1803",2018-03-17,1
"1804",2018-03-18,3
"1805",2018-03-19,5
"1806",2018-03-20,4
"1807",2018-03-21,5
"1808",2018-03-22,2
"1809",2018-03-23,8
"1810",2018-03-24,3
"1811",2018-03-25,1
"1812",2018-03-26,1
"1813",2018-03-27,5
"1814",2018-03-28,7
"1815",2018-03-29,5
"1816",2018-03-30,2
"1817",2018-03-31,3
"1818",2018-04-01,8
"1819",2018-04-03,2
"1820",2018-04-04,8
"1821",2018-04-05,8
"1822",2018-04-06,2
"1823",2018-04-07,2
"1824",2018-04-08,4
"1825",2018-04-09,6
"1826",2018-04-10,4
"1827",2018-04-11,5
"1828",2018-04-12,6
"1829",2018-04-13,3
"1830",2018-04-14,4
"1831",2018-04-15,1
"1832",2018-04-17,4
"1833",2018-04-18,5
"1834",2018-04-20,3
"1835",2018-04-21,3
"1836",2018-04-22,2
"1837",2018-04-23,1
"1838",2018-04-24,3
"1839",2018-04-25,4
"1840",2018-04-26,2
"1841",2018-04-28,5
"1842",2018-04-29,3
"1843",2018-04-30,3
"1844",2018-05-01,3
"1845",2018-05-02,5
"1846",2018-05-03,2
"1847",2018-05-04,2
"1848",2018-05-05,4
"1849",2018-05-06,4
"1850",2018-05-07,7
"1851",2018-05-08,5
"1852",2018-05-09,1
"1853",2018-05-10,2
"1854",2018-05-11,5
"1855",2018-05-12,1
"1856",2018-05-13,5
"1857",2018-05-14,6
"1858",2018-05-15,1
"1859",2018-05-16,1
"1860",2018-05-17,1
"1861",2018-05-18,3
"1862",2018-05-19,2
"1863",2018-05-20,2
"1864",2018-05-21,4
"1865",2018-05-22,1
"1866",2018-05-23,4
"1867",2018-05-24,3
"1868",2018-05-25,4
"1869",2018-05-26,1
"1870",2018-05-27,3
"1871",2018-05-28,1
"1872",2018-05-29,3
"1873",2018-05-30,2
"1874",2018-05-31,3
"1875",2018-06-01,3
"1876",2018-06-02,2
"1877",2018-06-03,3
"1878",2018-06-04,2
"1879",2018-06-05,1
"1880",2018-06-06,5
"1881",2018-06-07,4
"1882",2018-06-08,2
"1883",2018-06-09,2
"1884",2018-06-10,1
"1885",2018-06-11,2
"1886",2018-06-12,5
"1887",2018-06-13,5
"1888",2018-06-14,7
"1889",2018-06-15,1
"1890",2018-06-16,5
"1891",2018-06-17,2
"1892",2018-06-18,1
"1893",2018-06-19,4
"1894",2018-06-20,3
"1895",2018-06-22,5
"1896",2018-06-23,7
"1897",2018-06-25,4
"1898",2018-06-27,1
"1899",2018-06-28,5
"1900",2018-06-29,7
"1901",2018-07-01,4
"1902",2018-07-03,4
"1903",2018-07-04,3
"1904",2018-07-05,5
"1905",2018-07-06,2
"1906",2018-07-07,3
"1907",2018-07-08,3
"1908",2018-07-10,3
"1909",2018-07-11,3
"1910",2018-07-12,1
"1911",2018-07-13,4
"1912",2018-07-14,5
"1913",2018-07-15,2
"1914",2018-07-17,4
"1915",2018-07-18,3
"1916",2018-07-19,3
"1917",2018-07-20,4
"1918",2018-07-21,6
"1919",2018-07-22,4
"1920",2018-07-23,3
"1921",2018-07-24,3
"1922",2018-07-25,5
"1923",2018-07-26,7
"1924",2018-07-27,3
"1925",2018-07-28,5
"1926",2018-07-30,2
"1927",2018-07-31,2
"1928",2018-08-01,4
"1929",2018-08-02,4
"1930",2018-08-03,7
"1931",2018-08-04,3
"1932",2018-08-05,3
"1933",2018-08-06,5
"1934",2018-08-07,4
"1935",2018-08-08,5
"1936",2018-08-09,4
"1937",2018-08-10,1
"1938",2018-08-11,1
"1939",2018-08-12,4
"1940",2018-08-13,4
"1941",2018-08-14,2
"1942",2018-08-15,1
"1943",2018-08-16,3
"1944",2018-08-17,2
"1945",2018-08-18,3
"1946",2018-08-19,4
"1947",2018-08-20,3
"1948",2018-08-23,5
"1949",2018-08-24,5
"1950",2018-08-25,6
"1951",2018-08-26,2
"1952",2018-08-27,7
"1953",2018-08-28,3
"1954",2018-08-29,2
"1955",2018-08-30,2
"1956",2018-08-31,3
"1957",2018-09-01,1
"1958",2018-09-03,4
"1959",2018-09-04,1
"1960",2018-09-05,3
"1961",2018-09-06,5
"1962",2018-09-07,3
"1963",2018-09-08,1
"1964",2018-09-09,3
"1965",2018-09-10,2
"1966",2018-09-11,1
"1967",2018-09-12,3
"1968",2018-09-13,2
"1969",2018-09-14,7
"1970",2018-09-15,5
"1971",2018-09-16,5
"1972",2018-09-17,3
"1973",2018-09-18,4
"1974",2018-09-19,5
"1975",2018-09-20,3
"1976",2018-09-22,1
"1977",2018-09-23,4
"1978",2018-09-24,3
"1979",2018-09-25,3
"1980",2018-09-26,1
"1981",2018-09-27,6
"1982",2018-09-28,2
"1983",2018-09-29,3
"1984",2018-09-30,2
"1985",2018-10-01,3
"1986",2018-10-02,2
"1987",2018-10-03,3
"1988",2018-10-04,1
"1989",2018-10-05,3
"1990",2018-10-07,3
"1991",2018-10-08,4
"1992",2018-10-10,8
"1993",2018-10-11,2
"1994",2018-10-12,6
"1995",2018-10-13,1
"1996",2018-10-14,5
"1997",2018-10-15,1
"1998",2018-10-16,1
"1999",2018-10-17,5
"2000",2018-10-18,6
"2001",2018-10-19,3
"2002",2018-10-20,3
"2003",2018-10-21,2
"2004",2018-10-22,4
"2005",2018-10-23,3
"2006",2018-10-24,2
"2007",2018-10-25,1
"2008",2018-10-27,2
"2009",2018-10-29,6
"2010",2018-10-31,3
"2011",2018-11-01,1
"2012",2018-11-02,2
"2013",2018-11-03,3
"2014",2018-11-04,4
"2015",2018-11-05,4
"2016",2018-11-06,2
"2017",2018-11-07,1
"2018",2018-11-08,1
"2019",2018-11-09,4
"2020",2018-11-10,1
"2021",2018-11-11,3
"2022",2018-11-12,6
"2023",2018-11-13,2
"2024",2018-11-14,5
"2025",2018-11-15,5
"2026",2018-11-16,1
"2027",2018-11-17,1
"2028",2018-11-18,1
"2029",2018-11-19,2
"2030",2018-11-20,2
"2031",2018-11-21,7
"2032",2018-11-22,4
"2033",2018-11-23,2
"2034",2018-11-24,1
"2035",2018-11-25,1
"2036",2018-11-26,2
"2037",2018-11-27,4
"2038",2018-11-28,6
"2039",2018-11-29,5
"2040",2018-11-30,2
"2041",2018-12-01,4
"2042",2018-12-02,2
"2043",2018-12-04,1
"2044",2018-12-05,7
"2045",2018-12-06,4
"2046",2018-12-07,3
"2047",2018-12-08,2
"2048",2018-12-09,6
"2049",2018-12-10,3
"2050",2018-12-11,7
"2051",2018-12-12,4
"2052",2018-12-13,5
"2053",2018-12-14,2
"2054",2018-12-15,2
"2055",2018-12-16,5
"2056",2018-12-17,3
"2057",2018-12-18,4
"2058",2018-12-19,6
"2059",2018-12-20,3
"2060",2018-12-21,2
"2061",2018-12-23,2
"2062",2018-12-24,1
"2063",2018-12-25,2
"2064",2018-12-26,3
"2065",2018-12-27,1
"2066",2018-12-28,5
"2067",2018-12-29,4
"2068",2018-12-30,2
"2069",2018-12-31,6
"2070",2019-01-01,2
"2071",2019-01-02,3
"2072",2019-01-03,6
"2073",2019-01-04,4
"2074",2019-01-05,6
"2075",2019-01-06,4
"2076",2019-01-07,6
"2077",2019-01-08,2
"2078",2019-01-10,3
"2079",2019-01-11,5
"2080",2019-01-12,3
"2081",2019-01-13,5
"2082",2019-01-14,7
"2083",2019-01-15,5
"2084",2019-01-16,8
"2085",2019-01-18,1
"2086",2019-01-19,3
"2087",2019-01-20,2
"2088",2019-01-21,2
"2089",2019-01-22,1
"2090",2019-01-23,5
"2091",2019-01-24,3
"2092",2019-01-25,4
"2093",2019-01-27,1
"2094",2019-01-28,9
"2095",2019-01-29,2
"2096",2019-01-30,2
"2097",2019-01-31,1
"2098",2019-02-01,1
"2099",2019-02-02,2
"2100",2019-02-03,3
"2101",2019-02-04,3
"2102",2019-02-05,1
"2103",2019-02-06,3
"2104",2019-02-07,7
"2105",2019-02-08,3
"2106",2019-02-09,4
"2107",2019-02-10,2
"2108",2019-02-11,4
"2109",2019-02-12,6
"2110",2019-02-13,2
"2111",2019-02-14,5
"2112",2019-02-15,1
"2113",2019-02-16,2
"2114",2019-02-17,4
"2115",2019-02-18,2
"2116",2019-02-19,3
"2117",2019-02-20,2
"2118",2019-02-22,4
"2119",2019-02-23,5
"2120",2019-02-24,1
"2121",2019-02-25,2
"2122",2019-02-26,3
"2123",2019-02-27,3
"2124",2019-02-28,2
"2125",2019-03-01,4
"2126",2019-03-02,4
"2127",2019-03-03,1
"2128",2019-03-04,5
"2129",2019-03-05,6
"2130",2019-03-06,1
"2131",2019-03-07,3
"2132",2019-03-08,1
"2133",2019-03-09,6
"2134",2019-03-10,2
"2135",2019-03-11,4
"2136",2019-03-12,3
"2137",2019-03-13,4
"2138",2019-03-14,6
"2139",2019-03-15,3
"2140",2019-03-16,2
"2141",2019-03-17,2
"2142",2019-03-18,1
"2143",2019-03-19,4
"2144",2019-03-20,3
"2145",2019-03-21,2
"2146",2019-03-22,2
"2147",2019-03-24,1
"2148",2019-03-25,5
"2149",2019-03-27,8
"2150",2019-03-28,2
"2151",2019-03-30,3
"2152",2019-03-31,4
"2153",2019-04-01,4
"2154",2019-04-02,1
"2155",2019-04-03,4
"2156",2019-04-04,2
"2157",2019-04-05,1
"2158",2019-04-06,4
"2159",2019-04-07,1
"2160",2019-04-08,3
"2161",2019-04-09,3
"2162",2019-04-10,4
"2163",2019-04-11,6
"2164",2019-04-12,3
"2165",2019-04-13,1
"2166",2019-04-14,6
"2167",2019-04-15,1
"2168",2019-04-16,2
"2169",2019-04-17,4
"2170",2019-04-18,3
"2171",2019-04-20,5
"2172",2019-04-22,3
"2173",2019-04-24,3
"2174",2019-04-25,2
"2175",2019-04-26,3
"2176",2019-04-27,1
"2177",2019-04-28,3
"2178",2019-04-29,5
"2179",2019-04-30,3
"2180",2019-05-01,4
"2181",2019-05-02,3
"2182",2019-05-04,5
"2183",2019-05-05,1
"2184",2019-05-06,2
"2185",2019-05-07,3
"2186",2019-05-08,1
"2187",2019-05-09,3
"2188",2019-05-10,1
"2189",2019-05-11,6
"2190",2019-05-13,3
"2191",2019-05-14,1
"2192",2019-05-15,3
"2193",2019-05-16,1
"2194",2019-05-17,4
"2195",2019-05-18,3
"2196",2019-05-19,4
"2197",2019-05-20,5
"2198",2019-05-21,4
"2199",2019-05-22,5
"2200",2019-05-23,3
"2201",2019-05-24,3
"2202",2019-05-26,2
"2203",2019-05-27,2
"2204",2019-05-28,1
"2205",2019-05-29,2
"2206",2019-05-30,3
"2207",2019-05-31,5
"2208",2019-06-01,4
"2209",2019-06-02,1
"2210",2019-06-03,4
"2211",2019-06-04,1
"2212",2019-06-05,5
"2213",2019-06-06,7
"2214",2019-06-07,1
"2215",2019-06-08,3
"2216",2019-06-09,5
"2217",2019-06-10,4
"2218",2019-06-11,7
"2219",2019-06-12,2
"2220",2019-06-13,2
"2221",2019-06-14,3
"2222",2019-06-15,8
"2223",2019-06-16,2
"2224",2019-06-17,3
"2225",2019-06-18,3
"2226",2019-06-20,2
"2227",2019-06-22,2
